"","city","county","PACE.start"
"674","Felton","Santa Cruz",NA
"675","GILROY","Santa Clara",NA
"676","Santa Clara County","Santa Clara",NA
"677","Hollister","San Benito",NA
"678","HOLLISTER","San Benito",NA
"679","Holliser","San Benito",NA
"680","Monte Sereno","Santa Clara",NA
"681","Monte Serano","Santa Clara",NA
"682","LOS GATOS","Santa Clara",NA
"683","Monteo Sereno","Santa Clara",NA
"684","MONTE SERENO","Santa Clara",NA
"685","Milpitas","Santa Clara",NA
"686","Morgan hill","Santa Clara",NA
"687","Morgan Hill","Santa Clara",NA
"688","MORGAN HILL","Santa Clara",NA
"689","Mount Hermon","Santa Cruz",NA
"690","Paicines","San Benito",NA
"691","San Juan Bautista","San Benito",NA
"692","San Martin","Santa Clara",NA
"693","SAN MARTIN","Santa Clara",NA
"694","Santa Clara","Santa Clara",NA
"695","SCOTTS VALLEY","Santa Cruz",NA
"696","Bonny Doon","Santa Cruz",NA
"697","santa cruz","Santa Cruz",NA
"698","Scotts Valley","Santa Cruz",NA
"699","SANTA CRUZ","Santa Cruz",NA
"700","Santa  Cruz","Santa Cruz",NA
"701","Saratoga","Santa Clara",NA
"702","SARATOGA","Santa Clara",NA
"703","saratoga","Santa Clara",NA
"704","Soquel","Santa Cruz",NA
"705","SOQUEL","Santa Cruz",NA
"706","Tres Pinos","San Benito",NA
"707","TRES PINOS","San Benito",NA
"708","WATSONVILLE","Santa Cruz",NA
"709","Royal Oaks","Santa Cruz",NA
"710","Corralitos","Santa Cruz",NA
"711","ROYAL OAKS","Monterey",NA
"712","SAN JOSE","Santa Clara",NA
"713","San jose","Santa Clara",NA
"714","STOCKTON","San Joaquin",NA
"715","Stockton","San Joaquin",NA
"716","stockton","San Joaquin",NA
"717","Morada","San Joaquin",NA
"718","Stockon","San Joaquin",NA
"719","Acampo","San Joaquin",NA
"720","acampo","San Joaquin",NA
"721","ACAMPO","San Joaquin",NA
"722","Angels Camp","Calaveras",NA
"723","ANGELS CAMP","Calaveras",NA
"724","Arnold","Calaveras",NA
"725","Burson","Calaveras",NA
"726","Valley Springs","Calaveras",NA
"727","VALLEY SPRINGS","Calaveras",NA
"728","Clements","San Joaquin",NA
"729","BURSON","San Joaquin",NA
"730","Copperopolis","Calaveras",NA
"731","DOUGLAS FLAT","Calaveras",NA
"732","Murphys","Calaveras",NA
"733","Farmington","San Joaquin",NA
"734","French Camp","San Joaquin",NA
"735","GLENCOE","Calaveras",NA
"736","Glencoe","Calaveras",NA
"737","Linden","San Joaquin",NA
"738","Lockeford","San Joaquin",NA
"739","Lodi","San Joaquin",NA
"740","LODI","San Joaquin",NA
"741","lodi","San Joaquin",NA
"742","Mokelumne Hill","Calaveras",NA
"743","MOKELUMNE HILL","Calaveras",NA
"744","Mountain Ranch","Calaveras",NA
"745","MURPHYS","Calaveras",NA
"746","Railroad Flat","Calaveras",NA
"747","Rail Road Flat","Calaveras",NA
"748","San Andreas","Calaveras",NA
"749","Vallecito","Calaveras",NA
"750","Valley Spgs","Calaveras",NA
"751","WALLACE","Calaveras",NA
"752","Wallace","Calaveras",NA
"753","wallace","Calaveras",NA
"754","West Point","Calaveras",NA
"755","Woodbridge","San Joaquin",NA
"756","WOODBRIDGE","San Joaquin",NA
"757","Atwater","Merced",NA
"758","ATWATER","Merced",NA
"759","atwater","Merced",NA
"760","Ballico","Merced",NA
"761","Tracy","San Joaquin",NA
"762","TRACY","San Joaquin",NA
"763","Banta","San Joaquin",NA
"764","Catheys Valley","Mariposa",NA
"765","Columbia","Tuolumne",NA
"766","COLUMBIA","Tuolumne",NA
"767","Coulterville","Mariposa",NA
"768","Greeley Hill","Mariposa",NA
"769","Denair","Stanislaus",NA
"770","El Nido","Merced",NA
"771","El Portal","Mariposa",NA
"772","Escalon","San Joaquin",NA
"773","escalon","San Joaquin",NA
"774","ESCALON","San Joaquin",NA
"775","Groveland","Tuolumne",NA
"776","Groveland, Ca","Tuolumne",NA
"777","Gustine","Merced",NA
"778","Jamestown","Tuolumne",NA
"779","La Grange","Stanislaus",NA
"780","LA GRANGE","Stanislaus",NA
"781","Lathrop","San Joaquin",NA
"782","LATHROP","San Joaquin",NA
"783","Le Grand","Merced",NA
"784","Le Grande","Merced",NA
"785","LE GRAND","Merced",NA
"786","Livingston","Merced",NA
"787","Manteca","San Joaquin",NA
"788","MANTECA","San Joaquin",NA
"789","Mariposa","Mariposa",NA
"790","MARIPOSA","Mariposa",NA
"791","Merced","Merced",NA
"792","Midpines","Mariposa",NA
"793","Mi Wuk Village","Tuolumne",NA
"794","Moccasin","Tuolumne",NA
"795","Newman","Stanislaus",NA
"796","Oakdale","Stanislaus",NA
"797","OAKDALE","Stanislaus",NA
"798","oakdale","Stanislaus",NA
"799","Knights Ferry","Stanislaus",NA
"800","Patterson","Stanislaus",NA
"801","Planada","Merced",NA
"802","Ripon","San Joaquin",NA
"803","Riverbank","Stanislaus",NA
"804","Snelling","Merced",NA
"805","SONORA","Tuolumne",NA
"806","Soulsbyville","Tuolumne",NA
"807","Stevinson","Merced",NA
"808","STEVINSON","Merced",NA
"809","Tuolumne","Tuolumne",NA
"810","Toulumne","Tuolumne",NA
"811","Twain Harte","Tuolumne",NA
"812","Westley","Stanislaus",NA
"813","Winton","Merced",NA
"814","WINTON","Merced",NA
"815","Yosemite National Park","Mariposa",NA
"816","SANTA ROSA","Sonoma","2009-05-01"
"817","SAnta Rosa","Sonoma","2009-05-01"
"818","Santa rosa","Sonoma","2009-05-01"
"819","santa Rosa","Sonoma","2009-05-01"
"820","Santa Rosa, Ca","Sonoma","2009-05-01"
"821","santa rosa","Sonoma","2009-05-01"
"822","Albion","Mendocino",NA
"823","albion","Mendocino",NA
"824","Annapolis","Sonoma","2009-05-01"
"825","Boonville","Mendocino",NA
"826","Booneville","Mendocino",NA
"827","Laytonville","Mendocino",NA
"828","Ukiah","Mendocino",NA
"829","UKIAH","Mendocino",NA
"830","Camp Meeker","Sonoma","2009-05-01"
"831","Caspar","Mendocino",NA
"832","Cazadero","Sonoma","2009-05-01"
"833","Clearlake","Lake",NA
"834","CLEARLAKE","Lake",NA
"835","Clearlake Oaks","Lake",NA
"836","CLEARLAKE OAKS","Lake",NA
"837","CLOVERDALE","Sonoma","2009-05-01"
"838","Cobb","Lake",NA
"839","COBB","Lake",NA
"840","Covelo","Mendocino",NA
"841","Dos Rios","Mendocino",NA
"842","ELK","Mendocino",NA
"843","Forestville","Sonoma","2009-05-01"
"844","Forsetville","Sonoma","2009-05-01"
"845","FORESTVILLE","Sonoma","2009-05-01"
"846","Fort Bragg","Mendocino",NA
"847","FORT BRAGG","Mendocino",NA
"848","Fulton","Sonoma","2009-05-01"
"849","Geyserville","Sonoma","2009-05-01"
"850","Glen Ellen","Sonoma","2009-05-01"
"851","GLEN ELLEN","Sonoma","2009-05-01"
"852","Glenn Ellen","Sonoma","2009-05-01"
"853","glen ellen","Sonoma","2009-05-01"
"854","Graton","Sonoma","2009-05-01"
"855","Gualala","Mendocino",NA
"856","The Sea Ranch","Mendocino",NA
"857","Guerneville","Sonoma","2009-05-01"
"858","GURENVILLE","Sonoma","2009-05-01"
"859","Healdsburg","Sonoma","2009-05-01"
"860","HEALDSBURG","Sonoma","2009-05-01"
"861","Healsburg","Sonoma","2009-05-01"
"862","Hopland","Mendocino",NA
"863","GUALALA","Mendocino",NA
"864","Jenner","Sonoma","2009-05-01"
"865","Kelseyville","Lake",NA
"866","KELSEYVILLE","Lake",NA
"867","KENWOOD","Sonoma","2009-05-01"
"868","Lakeport","Lake",NA
"869","LAKEPORT","Lake",NA
"870","Little River","Mendocino",NA
"871","Lower Lake","Lake",NA
"872","LOWER LAKE","Lake",NA
"873","Lucerne","Lake",NA
"874","Manchester","Mendocino",NA
"875","Mendocino","Mendocino",NA
"876","MENDOCINO","Mendocino",NA
"877","Middletown","Lake",NA
"878","MIDDLETOWN","Lake",NA
"879","Monte Rio","Sonoma","2009-05-01"
"880","Navarro","Mendocino",NA
"881","NAVARRO","Mendocino",NA
"882","Nice","Lake",NA
"883","Occidental","Sonoma","2009-05-01"
"884","Occidenal","Sonoma","2009-05-01"
"885","OCCIDENTAL","Sonoma","2009-05-01"
"886","Sebastopol","Sonoma","2009-05-01"
"887","Philo","Mendocino",NA
"888","philo","Mendocino",NA
"889","Hidden Valley Lake","Lake",NA
"890","HIDDEN VALLEY LAKE","Lake",NA
"891","Sonoma","Sonoma","2009-05-01"
"892","Point Arena","Mendocino",NA
"893","Potter Valley","Mendocino",NA
"894","Redwood Valley","Mendocino",NA
"895","SEBASTOPOL","Sonoma","2009-05-01"
"896","Freestone","Sonoma","2009-05-01"
"897","Sebastopl","Sonoma","2009-05-01"
"898","SONOMA","Sonoma","2009-05-01"
"899","sonoma","Sonoma","2009-05-01"
"900","Elverono","Sonoma","2009-05-01"
"901","Stewarts Point","Sonoma","2009-05-01"
"902","Stewarts Point Rancheria","Sonoma","2009-05-01"
"903","Upper Lake","Lake",NA
"904","Villa Grande","Sonoma","2009-05-01"
"905","Westport","Mendocino",NA
"906","Willits","Mendocino",NA
"907","WILLITS","Mendocino",NA
"908","Windsor","Sonoma","2009-05-01"
"909","WINDSOR","Sonoma","2009-05-01"
"910","Yorkville","Mendocino",NA
"911","Sea Ranch","Mendocino",NA
"912","Eureka","Humboldt",NA
"913","Arcata","Humboldt",NA
"914","ARCATA","Humboldt",NA
"915","McKinleyville","Humboldt",NA
"916","McKinnleyville","Humboldt",NA
"917","Mckinleyville","Humboldt",NA
"918","bayside","Humboldt",NA
"919","Bayside","Humboldt",NA
"920","Blue Lake","Humboldt",NA
"921","Mad River","Humboldt",NA
"922","Bridgeville","Humboldt",NA
"923","Burnt Ranch","Trinity",NA
"924","Ferndale","Humboldt",NA
"925","Fortuna","Humboldt",NA
"926","FORTUNA","Humboldt",NA
"927","Garberville","Humboldt",NA
"928","GARBERVILLE","Humboldt",NA
"929","Weitchpec","Humboldt",NA
"930","Hydesville","Humboldt",NA
"931","Kneeland","Humboldt",NA
"932","Loleta","Humboldt",NA
"933","Miranda","Humboldt",NA
"934","Orleans","Humboldt",NA
"935","Petrolia","Humboldt",NA
"936","Redway","Humboldt",NA
"937","Rio Dell","Humboldt",NA
"938","Scotia","Humboldt",NA
"939","Trinidad","Humboldt",NA
"940","Trinadad","Humboldt",NA
"941","Trinaidad","Humboldt",NA
"942","TRINIDAD","Humboldt",NA
"943","Willow Creek","Humboldt",NA
"944","Whitethorn","Humboldt",NA
"945","Amador City","Amador",NA
"946","Auburn","Placer",NA
"947","AUBURN","Placer",NA
"948","West Sacramento","Yolo",NA
"949","WEST SACRAMENTO","Yolo",NA
"950","Brooks","Yolo",NA
"951","Capay","Yolo",NA
"952","Esparto","Yolo",NA
"953","WEST POINT","Sacramento",NA
"954","Clarksburg","Yolo",NA
"955","CLARKSBURG","Yolo",NA
"956","Coloma","El Dorado",NA
"957","Cool","El Dorado",NA
"958","Davis","Yolo",NA
"959","DAVIS","Yolo",NA
"960","davis","Yolo",NA
"961","El Macero","Yolo",NA
"962","EL DORADO HILLS","El Dorado",NA
"963","Diamond Springs","El Dorado",NA
"964","DIAMOND SPRINGS","El Dorado",NA
"965","DIXON","Solano",NA
"966","Dixon","Solano",NA
"967","El Dorado","El Dorado",NA
"968","EL DORADO","El Dorado",NA
"969","Elverta","Sacramento",NA
"970","ELVERTA","Sacramento",NA
"971","ESPARTO","Yolo",NA
"972","Fiddletown","Amador",NA
"973","FIDDLETOWN","Amador",NA
"974","Foresthill","Placer",NA
"975","FORESTHILL","Placer",NA
"976","Galt","Sacramento",NA
"977","Garden Valley","El Dorado",NA
"978","Georgetown","El Dorado",NA
"979","GEORGETOWN","El Dorado",NA
"980","Greenwood","El Dorado",NA
"981","GREENWOOD","El Dorado",NA
"982","Grizzly Flats","El Dorado",NA
"983","Guinda","Yolo",NA
"984","Ione","Amador",NA
"985","IONE","Amador",NA
"986","Camanche Lake","Amador",NA
"987","ISLETON","Sacramento",NA
"988","Isleton","Sacramento",NA
"989","Jackson","Amador",NA
"990","JACKSON","Amador",NA
"991","Knights Landing","Yolo",NA
"992","Lincoln","Placer",NA
"993","LINCOLN","Placer",NA
"994","LincolN","Placer",NA
"995","lincoln","Placer",NA
"996","LOOMIS","Placer",NA
"997","Loomis","Placer",NA
"998","LOOMIS,","Placer",NA
"999","Lomis","Placer",NA
"1000","loomis","Placer",NA
"1001","Lotus","El Dorado",NA
"1002","LOTUS","El Dorado",NA
"1003","Madison","Yolo",NA
"1004","MADISON","Yolo",NA
"1005","Mount Aukum","El Dorado",NA
"1006","Mt. Aukum","El Dorado",NA
"1007","Newcastle","Placer",NA
"1008","NewCastle","Placer",NA
"1009","NEWCASTLE","Placer",NA
"1010","New Castle","Placer",NA
"1011","NEwcastle","Placer",NA
"1012","Trowbridge","Sutter",NA
"1013","Nicolaus","Sutter",NA
"1014","East Nicolaus","Sutter",NA
"1015","Roseville","Placer",NA
"1016","Penryn","Placer",NA
"1017","Pemryn","Placer",NA
"1018","PENRYN","Placer",NA
"1019","Pilot Hill","El Dorado",NA
"1020","Pine Grove","Amador",NA
"1021","Pinegrove","Shasta",NA
"1022","PINE GROVE","Amador",NA
"1023","PIONEER","Amador",NA
"1024","Pioneer","Amador",NA
"1025","Placerville","El Dorado",NA
"1026","PLACERVILLE","El Dorado",NA
"1027","Kelsey","El Dorado",NA
"1028","Pleasant Grove","Sutter",NA
"1029","Plymouth","Amador",NA
"1030","PLYMOUTH","Amador",NA
"1031","Rescue","El Dorado",NA
"1032","RESCUE","El Dorado",NA
"1033","El Dorado Hills","El Dorado",NA
"1034","Rio Oso","Sutter",NA
"1035","Rocklin","Placer",NA
"1036","ROCKLIN","Placer",NA
"1037","Rumsey","Yolo",NA
"1038","Sheridan","Sonoma","2009-05-01"
"1039","Shingle Springs","El Dorado",NA
"1040","Cameron Park","El Dorado",NA
"1041","SHINGLE SPRINGS","El Dorado",NA
"1042","Shingle Spgs","El Dorado",NA
"1043","CAMERON PARK","El Dorado",NA
"1044","Shingle  Springs","El Dorado",NA
"1045","Somerset","El Dorado",NA
"1046","SOMERSET","El Dorado",NA
"1047","Sutter Creek","Amador",NA
"1048","Vacaville","Solano",NA
"1049","VACAVILLE","Solano",NA
"1050","Vacaville CA","Solano",NA
"1051","Volcano","Amador",NA
"1052","Walnut Grove","Sacramento",NA
"1053","Wheatland","Yuba",NA
"1054","WHEATLAND","Yuba",NA
"1055","Winters","Yolo",NA
"1056","WINTERS","Yolo",NA
"1057","Woodland","Yolo",NA
"1058","WOODLAND","Yolo",NA
"1059","woodland","Yolo",NA
"1060","Yolo","Yolo",NA
"1061","Zamora","Yolo",NA
"1062","Drytown","Amador",NA
"1063","Alta","Placer",NA
"1064","Applegate","Placer",NA
"1065","Camino","El Dorado",NA
"1066","Colfax","Placer",NA
"1067","Eden Valley","Placer",NA
"1068","COLFAX","Placer",NA
"1069","DUTCH FLAT","Placer",NA
"1070","Dutch Flat","Placer",NA
"1071","Gold Run","Placer",NA
"1072","Meadow Vista","Placer",NA
"1073","MEADOWVISTA","Placer",NA
"1074","Pollock Pines","El Dorado",NA
"1075","Granite Bay","Placer",NA
"1076","GRANITE BAY","Placer",NA
"1077","ROSEVILLE","Placer",NA
"1078","granite bay","Placer",NA
"1079","Granite bay","Placer",NA
"1080","el dorado hills","El Dorado",NA
"1081","El Dorado HIlls","El Dorado",NA
"1082","rocklin","Placer",NA
"1083","Marysville","Yuba",NA
"1084","MARYSVILLE","Yuba",NA
"1085","Loma Rica","Yuba",NA
"1086","ARBUCKLE","Colusa",NA
"1087","Arbuckle","Colusa",NA
"1088","College City","Colusa",NA
"1089","Grass Valley","Nevada",NA
"1090","Artois","Glenn",NA
"1091","Bangor","Butte",NA
"1092","BANGOR","Butte",NA
"1093","Oroville","Plumas",NA
"1094","OROVILLE","Butte",NA
"1095","Berry Creek","Butte",NA
"1096","BERRY CREEK","Butte",NA
"1097","Biggs","Butte",NA
"1098","BIGGS","Butte",NA
"1099","Browns Valley","Yuba",NA
"1100","browns valley","Yuba",NA
"1101","BROWNS VALLEY","Yuba",NA
"1102","Brownsville","Yuba",NA
"1103","Butte City","Glenn",NA
"1104","CAMPTONVILLE","Yuba",NA
"1105","CHICO","Butte",NA
"1106","Colusa","Colusa",NA
"1107","colusa","Colusa",NA
"1108","Crescent Mills","Plumas",NA
"1109","Dobbins","Yuba",NA
"1110","Downieville","Sierra",NA
"1111","Dunnigan","Yolo",NA
"1112","Durham","Butte",NA
"1113","DURHAM","Butte",NA
"1114","durham","Butte",NA
"1115","Elk Creek","Glenn",NA
"1116","Forest Ranch","Butte",NA
"1117","FOREST RANCH","Butte",NA
"1118","Glenn","Glenn",NA
"1119","GLENN","Glenn",NA
"1120","GRASS VALLEY","Nevada",NA
"1121","Grass valley","Nevada",NA
"1122","Penn Valley","Nevada",NA
"1123","PENN VALLEY","Nevada",NA
"1124","Greenville","Plumas",NA
"1125","Gridley","Butte",NA
"1126","GRIDLEY","Butte",NA
"1127","Grimes","Colusa",NA
"1128","Hamilton City","Glenn",NA
"1129","HAMILTON CITY","Glenn",NA
"1130","Live Oak","Sutter",NA
"1131","Magalia","Butte",NA
"1132","Maxwell","Colusa",NA
"1133","Meadow Valley","Plumas",NA
"1134","Meridian","Sutter",NA
"1135","Nelson","Butte",NA
"1136","Nevada City","Nevada",NA
"1137","NEVADA CITY","Nevada",NA
"1138","North San Juan","Nevada",NA
"1139","Olivehurst","Yuba",NA
"1140","PLUMAS LAKE","Yuba",NA
"1141","Plumas Lake","Yuba",NA
"1142","Oregon House","Yuba",NA
"1143","OREGON HOUSE","Yuba",NA
"1144","Orland","Glenn",NA
"1145","ORLAND","Glenn",NA
"1146","Yankee Hill","Butte",NA
"1147","BUTTE VALLEY","Butte",NA
"1148","Paradise","Butte",NA
"1149","PARADISE","Butte",NA
"1150","Palermo","Butte",NA
"1151","Princeton","Colusa",NA
"1152","Quincy","Plumas",NA
"1153","quincy","Plumas",NA
"1154","chico","Butte",NA
"1155","Cohasset","Butte",NA
"1156","Richvale","Butte",NA
"1157","Rough and Ready","Nevada",NA
"1158","Rough And Ready","Nevada",NA
"1159","Smartville","Nevada",NA
"1160","Big Oak Valley","Nevada",NA
"1161","SMARTVILLE","Nevada",NA
"1162","Smartsville","Nevada",NA
"1163","Sutter","Sutter",NA
"1164","Taylorsville","Plumas",NA
"1165","Twain","Plumas",NA
"1166","Williams","Colusa",NA
"1167","Willows","Glenn",NA
"1168","WILLOWS","Glenn",NA
"1169","Yuba City","Sutter",NA
"1170","YUBA CITY","Sutter",NA
"1171","Redding","Shasta",NA
"1172","REDDING","Shasta",NA
"1173","Anderson","Shasta",NA
"1174","ANDERSON","Shasta",NA
"1175","Bella Vista","Shasta",NA
"1176","Burney","Shasta",NA
"1177","Cassel","Shasta",NA
"1178","Shasta Lake","Shasta",NA
"1179","CORNING","Tehama",NA
"1180","Corning","Tehama",NA
"1181","Cottonwood","Shasta",NA
"1182","COTTONWOOD","Shasta",NA
"1183","Fall River Mills","Shasta",NA
"1184","FALL RIVER MILLS","Shasta",NA
"1185","Flournoy","Tehama",NA
"1186","Gerber","Tehama",NA
"1187","Hat Creek","Shasta",NA
"1188","Igo","Shasta",NA
"1189","IGO","Shasta",NA
"1190","Lakehead","Shasta",NA
"1191","Los Molinos","Tehama",NA
"1192","McArthur","Lassen",NA
"1193","MANTON","Tehama",NA
"1194","Manton","Tehama",NA
"1195","Millville","Shasta",NA
"1196","millville","Shasta",NA
"1197","Montgomery Creek","Shasta",NA
"1198","Oak Run","Shasta",NA
"1199","Palo Cedro","Shasta",NA
"1200","PALO CEDRO","Shasta",NA
"1201","Palo Cedero","Shasta",NA
"1202","Paskenta","Tehama",NA
"1203","Platina","Shasta",NA
"1204","Proberta","Tehama",NA
"1205","Red Bluff","Tehama",NA
"1206","RED BLUFF","Tehama",NA
"1207","Red Bluff`","Tehama",NA
"1208","Shasta","Shasta",NA
"1209","Shingletown","Shasta",NA
"1210","Vina","Tehama",NA
"1211","VINA","Tehama",NA
"1212","Whitmore","Shasta",NA
"1213","whitmore","Shasta",NA
"1214","Westwood","Lassen",NA
"1215","Lake Almanor","Lassen",NA
"1216","LAKE ALMANOR","Lassen",NA
"1217","Los Angeles","Los Angeles",NA
"1218","West Hollywood","Los Angeles",NA
"1219","Commerce","Los Angeles",NA
"1220","LOS ANGELES","Los Angeles",NA
"1221","Culver City","Los Angeles",NA
"1222","Bell","Los Angeles",NA
"1223","Beverly Hills","Los Angeles",NA
"1224","Bevery Hills","Los Angeles",NA
"1225","Compton","Los Angeles",NA
"1226","COMPTON","Los Angeles",NA
"1227","Rosewood","Los Angeles",NA
"1228","CULVER CITY","Los Angeles",NA
"1229","Culver city","Los Angeles",NA
"1230","DOWNEY","Los Angeles",NA
"1231","El Segundo","Los Angeles",NA
"1232","el segundo","Los Angeles",NA
"1233","EL SEGUNDO","Los Angeles",NA
"1234","Gardena","Los Angeles",NA
"1235","Hawthorne","Los Angeles",NA
"1236","HAWTHORNE","Los Angeles",NA
"1237","Hermosa Beach","Los Angeles",NA
"1238","HERMOSA BEACH","Los Angeles",NA
"1239","Huntington Park","Los Angeles",NA
"1240","Walnut Park","Los Angeles",NA
"1241","Lawndale","Los Angeles",NA
"1242","Lynnwood","Los Angeles",NA
"1243","Lynwood","Los Angeles",NA
"1244","Malibu","Los Angeles",NA
"1245","malibu","Los Angeles",NA
"1246","Manhattan Beach","Los Angeles",NA
"1247","Manhattan Bch","Los Angeles",NA
"1248","manhattan beach","Los Angeles",NA
"1249","MANHATTAN BEACH","Los Angeles",NA
"1250","MANHATTAN Beach","Los Angeles",NA
"1251","Manhattan Beach, CA","Los Angeles",NA
"1252","Manhattan beach","Los Angeles",NA
"1253","Palos Verdes Peninsula","Los Angeles",NA
"1254","Rolling Hills Estates","Los Angeles",NA
"1255","Rolling Hills","Los Angeles",NA
"1256","Palos Verdes Estates","Los Angeles",NA
"1257","rolling hills estates","Los Angeles",NA
"1258","Palos Verdes","Los Angeles",NA
"1259","ROLLING HILLS","Los Angeles",NA
"1260","Rolling hills Estates","Los Angeles",NA
"1261","PALOS VERDES ESTATES","Los Angeles",NA
"1262","Ranco Palos Verdes","Los Angeles",NA
"1263","PALO VERDE ESTATE","Orange",NA
"1264","Rolling Hills Estate","Los Angeles",NA
"1265","Rolling Hils","Los Angeles",NA
"1266","Rancho Palos Verde","Los Angeles",NA
"1267","RANCHO PALOS VERDES","Los Angeles",NA
"1268","RANCHO PALOS VERDE","Los Angeles",NA
"1269","Rancho Palos verdes","Los Angeles",NA
"1270","rancho Palos Verdes","Los Angeles",NA
"1271","Ranchos Palos Verdes","Los Angeles",NA
"1272","Rancho  Palos Verdes","Los Angeles",NA
"1273","Rancho Palo Verdes","Los Angeles",NA
"1274","Redondo Beach","Los Angeles",NA
"1275","REDONDO BEACH","Los Angeles",NA
"1276","South Gate","Los Angeles",NA
"1277","Topanga","Los Angeles",NA
"1278","TOPANGA","Los Angeles",NA
"1279","Inglewood","Los Angeles",NA
"1280","INGLEWOOD","Los Angeles",NA
"1281","inglewood","Los Angeles",NA
"1282","lennox","Los Angeles",NA
"1283","Santa Monica","Los Angeles",NA
"1284","Santa Moncia","Los Angeles",NA
"1285","SANTA MONICA","Los Angeles",NA
"1286","santa monica","Los Angeles",NA
"1287","Torrance","Los Angeles",NA
"1288","torrance","Los Angeles",NA
"1289","TORRANCE","Los Angeles",NA
"1290","Whittier","Los Angeles",NA
"1291","WHITTIER","Los Angeles",NA
"1292","whittier","Los Angeles",NA
"1293","Whitter","Los Angeles",NA
"1294","Buena Park","Orange",NA
"1295","BUENA PARK","Orange",NA
"1296","La Palma","Orange",NA
"1297","LA PALMA","Orange",NA
"1298","CYPRESS","Orange",NA
"1299","Cypress","Orange",NA
"1300","La Habra","Orange",NA
"1301","La Habra Heights","Orange",NA
"1302","LA HABRA","Orange",NA
"1303","La habra","Orange",NA
"1304","La Habra heights","Orange",NA
"1305","La Mirada","Los Angeles",NA
"1306","LA MIRADA","Los Angeles",NA
"1307","La mirada","Los Angeles",NA
"1308","Montebello","Los Angeles",NA
"1309","Norwalk","Los Angeles",NA
"1310","NORWALK","Los Angeles",NA
"1311","PICO RIVERA","Los Angeles",NA
"1312","Pico Riveria","Los Angeles",NA
"1313","Pico Rivera","Los Angeles",NA
"1314","pico rivera","Los Angeles",NA
"1315","Santa Fe Springs","Los Angeles",NA
"1316","Sana Fe Springs","Los Angeles",NA
"1317","Stanton","Orange",NA
"1318","STANTON","Orange",NA
"1319","Cerritos","Los Angeles",NA
"1320","Artesia","Los Angeles",NA
"1321","CERRITOS","Los Angeles",NA
"1322","Avalon","Orange",NA
"1323","Bellflower","Los Angeles",NA
"1324","BELLFLOWER","Los Angeles",NA
"1325","bellflower","Los Angeles",NA
"1326","Harbor City","Los Angeles",NA
"1327","Lakewood","Los Angeles",NA
"1328","LAKEWOOD","Los Angeles",NA
"1329","Hawaiian Gardens","Los Angeles",NA
"1330","LOMITA","Los Angeles",NA
"1331","Lomita","Los Angeles",NA
"1332","LOS ALAMITOS","Orange",NA
"1333","Los Alamitos","Orange",NA
"1334","Rossmoor","Orange",NA
"1335","los alamitos","Orange",NA
"1336","Los alamitos","Orange",NA
"1337","Paramount","Los Angeles",NA
