"","city","county","PACE.start"
"1338","San Pedro","Los Angeles",NA
"1339","Seal Beach","Orange",NA
"1340","SEAL BEACH","Orange",NA
"1341","seal beach","Orange",NA
"1342","Seal beach","Orange",NA
"1343","Sunset Beach","Orange",NA
"1344","Surfside","Orange",NA
"1345","Carson","Los Angeles",NA
"1346","Long Beach","Los Angeles",NA
"1347","CARSON","Los Angeles",NA
"1348","carson","Los Angeles",NA
"1349","Signal Hill","Los Angeles",NA
"1350","signal hill","Los Angeles",NA
"1351","LONG BEACH","Los Angeles",NA
"1352","Long beach","Los Angeles",NA
"1353","long beach","Los Angeles",NA
"1354","Altadena","Los Angeles",NA
"1355","ALTADENA","Los Angeles",NA
"1356","AltaDena","Los Angeles",NA
"1357","Alta Dena","Los Angeles",NA
"1358","altadena","Los Angeles",NA
"1359","Arcadia","Los Angeles",NA
"1360","ARCADIA","Los Angeles",NA
"1361","Arcaida","Los Angeles",NA
"1362","arcadia","Los Angeles",NA
"1363","Duarte","Los Angeles",NA
"1364","Bradbury","Los Angeles",NA
"1365","DUARTE","Los Angeles",NA
"1366","Irwindale","Los Angeles",NA
"1367","La Canada","Los Angeles",NA
"1368","La Canada Flintridge","Los Angeles",NA
"1369","LA CANADA","Los Angeles",NA
"1370","Flintridge","Los Angeles",NA
"1371","la Canada","Los Angeles",NA
"1372","LA Canada","Los Angeles",NA
"1373","Monrovia","Los Angeles",NA
"1374","monrovia","Los Angeles",NA
"1375","MONROVIA","Los Angeles",NA
"1376","Montrose","Los Angeles",NA
"1377","Sierra Madre","Los Angeles",NA
"1378","South Pasadena","Los Angeles",NA
"1379","SOUTH PASADENA","Los Angeles",NA
"1380","Pasadena","Los Angeles",NA
"1381","S. Pasadena","Los Angeles",NA
"1382","PASADENA","Los Angeles",NA
"1383","San Marino","Los Angeles",NA
"1384","SAN MARINO","Los Angeles",NA
"1385","san marino","Los Angeles",NA
"1386","La Crescenta","Los Angeles",NA
"1387","LA CRESCENTA","Los Angeles",NA
"1388","La Cresenta","Los Angeles",NA
"1389","LA Crescenta","Los Angeles",NA
"1390","Agoura Hills","Los Angeles",NA
"1391","Calabasas","Los Angeles",NA
"1392","AGOURA HILLS","Los Angeles",NA
"1393","Agoura","Los Angeles",NA
"1394","Agora Hills","Los Angeles",NA
"1395","AGOURA","Los Angeles",NA
"1396","CALABASAS","Los Angeles",NA
"1397","Hidden Hills","Los Angeles",NA
"1398","Calbasas","Los Angeles",NA
"1399","Calabasas,","Los Angeles",NA
"1400","hidden Hills","Los Angeles",NA
"1401","CALBASAS","Los Angeles",NA
"1402","Calabassas","Los Angeles",NA
"1403","Calabasis","Los Angeles",NA
"1404","Monte Nido","Los Angeles",NA
"1405","Canoga Park","Los Angeles",NA
"1406","Bell Canyon","Los Angeles",NA
"1407","West Hills","Los Angeles",NA
"1408","Castaic","Los Angeles",NA
"1409","Santa Clarita","Los Angeles",NA
"1410","Chatsworth","Los Angeles",NA
"1411","Newbury Park","Ventura",NA
"1412","Thousand Oaks","Ventura",NA
"1413","NewBury Park","Ventura",NA
"1414","NEWBURY PARK","Ventura",NA
"1415","THOUSAND OAKS","Ventura",NA
"1416","Newhall","Los Angeles",NA
"1417","SANTA CLARITA","Los Angeles",NA
"1418","San Fernando","Los Angeles",NA
"1419","Sylmar","Los Angeles",NA
"1420","Kagel Canyon","Los Angeles",NA
"1421","Saugus","Los Angeles",NA
"1422","Agua Dulce","Los Angeles",NA
"1423","AGUA DULCE","Los Angeles",NA
"1424","SAUGUS","Los Angeles",NA
"1425","Canyon Country","Los Angeles",NA
"1426","CANYON COUNTRY","Los Angeles",NA
"1427","Canyon Cntry","Los Angeles",NA
"1428","Valencia","Los Angeles",NA
"1429","VALENCIA","Los Angeles",NA
"1430","Thousand oaks","Ventura",NA
"1431","Westlake Village","Ventura",NA
"1432","WESTLAKE VILLAGE","Ventura",NA
"1433","West Lake Village","Ventura",NA
"1434","Thousand Oak","Ventura",NA
"1435","Westlake Vlg","Ventura",NA
"1436","Lake Sherwood","Ventura",NA
"1437","Westlake City","Ventura",NA
"1438","1000 OAKS","Ventura",NA
"1439","Woodland Hills","Los Angeles",NA
"1440","Oak Park","Los Angeles",NA
"1441","OAK PARK","Los Angeles",NA
"1442","Stevenson Ranch","Los Angeles",NA
"1443","STEVENSON RANCH","Los Angeles",NA
"1444","castaic","Los Angeles",NA
"1445","CASTAIC","Los Angeles",NA
"1446","Canyon country","Los Angeles",NA
"1447","Aqua Dulce","Los Angeles",NA
"1448","Green Valley","Los Angeles",NA
"1449","Sherman Oaks","Los Angeles",NA
"1450","Alta Loma","San Bernardino",NA
"1451","RANCHO CUCAMONGA","San Bernardino",NA
"1452","Rancho Cucamonga","San Bernardino",NA
"1453","ALTA LOMA","San Bernardino",NA
"1454","altaloma","San Bernardino",NA
"1455","Altaloma","San Bernardino",NA
"1456","Rancho Cuc","San Bernardino",NA
"1457","Azusa","Los Angeles",NA
"1458","AZUSA","Los Angeles",NA
"1459","Baldwin Park","Los Angeles",NA
"1460","Chino","San Bernardino",NA
"1461","Chino Hills","San Bernardino",NA
"1462","CHINO HILLS","San Bernardino",NA
"1463","Chino hills","San Bernardino",NA
"1464","Chino HIlls","San Bernardino",NA
"1465","CHino Hills","San Bernardino",NA
"1466","CHINO","San Bernardino",NA
"1467","chino","San Bernardino",NA
"1468","Claremont","Los Angeles",NA
"1469","CLAREMONT","Los Angeles",NA
"1470","claremont","Los Angeles",NA
"1471","Clarmont","Los Angeles",NA
"1472","City of Industry","Los Angeles",NA
"1473","COVINA","Los Angeles",NA
"1474","Covina","Los Angeles",NA
"1475","rancho cucamonga","San Bernardino",NA
"1476","El Monte","Los Angeles",NA
"1477","EL MONTE","Los Angeles",NA
"1478","S El Monte","Los Angeles",NA
"1479","South El Monte","Los Angeles",NA
"1480","Etiwanda","San Bernardino",NA
"1481","ETIWANDA","San Bernardino",NA
"1482","etiwanda","San Bernardino",NA
"1483","Glendora","Los Angeles",NA
"1484","GLENDORA","Los Angeles",NA
"1485","glendora","Los Angeles",NA
"1486","LA PUENTE","Los Angeles",NA
"1487","La Puente","Los Angeles",NA
"1488","Valinda","Los Angeles",NA
"1489","Hacienda Heights","Los Angeles",NA
"1490","HACIENDA HEIGHTS","Los Angeles",NA
"1491","Hacienda Hts","Los Angeles",NA
"1492","Hacieneda Heights","Los Angeles",NA
"1493","hacienda heights","Los Angeles",NA
"1494","Hacienda Hights","Los Angeles",NA
"1495","Hacienda heights","Los Angeles",NA
"1496","Rowland Heights","Los Angeles",NA
"1497","ROWLAND HEIGHTS","Los Angeles",NA
"1498","LA VERNE","Los Angeles",NA
"1499","La Verne","Los Angeles",NA
"1500","La-Verne","Los Angeles",NA
"1501","La verne","Los Angeles",NA
"1502","LaVerne","Los Angeles",NA
"1503","Mira Loma","Riverside",NA
"1504","Mira loma","Riverside",NA
"1505","MIRA LOMA","Riverside",NA
"1506","MiraLoma","San Bernardino",NA
"1507","Monterey Park","Los Angeles",NA
"1508","Monterrey Park","Los Angeles",NA
"1509","MONTEREY PARK","Los Angeles",NA
"1510","monterey park","Los Angeles",NA
"1511","Mt Baldy","Los Angeles",NA
"1512","Ontario","San Bernardino",NA
"1513","ONTARIO","San Bernardino",NA
"1514","ontario","San Bernardino",NA
"1515","MONTCLAIR","San Bernardino",NA
"1516","Montclair","San Bernardino",NA
"1517","Diamond Bar","Los Angeles",NA
"1518","Diamond bar","Los Angeles",NA
"1519","DIAMOND BAR","Los Angeles",NA
"1520","Pomona","Los Angeles",NA
"1521","diamond bar","Los Angeles",NA
"1522","POMONA","Los Angeles",NA
"1523","Walnut","Los Angeles",NA
"1524","Phillips Ranch","Los Angeles",NA
"1525","Rosemead","Los Angeles",NA
"1526","ROSEMEAD","Los Angeles",NA
"1527","San Dimas","Los Angeles",NA
"1528","SAN DIMAS","Los Angeles",NA
"1529","San dimas","Los Angeles",NA
"1530","San Gabriel","Los Angeles",NA
"1531","Temple City","Los Angeles",NA
"1532","TEMPLE CITY","Los Angeles",NA
"1533","Upland","San Bernardino",NA
"1534","UPLAND","San Bernardino",NA
"1535","WALNUT","Los Angeles",NA
"1536","walnut","Los Angeles",NA
"1537","West Covina","Los Angeles",NA
"1538","WEST COVINA","Los Angeles",NA
"1539","Alhambra","Los Angeles",NA
"1540","ALHAMBRA","Los Angeles",NA
"1541","Indian Wells","Riverside",NA
"1542","Palm Desert","Riverside","2008-08-01"
"1543","Indian wells","Riverside",NA
"1544","INDIAN WELLS","Riverside",NA
"1545","PALM DESERT","Riverside",NA
"1546","Palm desert","Riverside",NA
"1547","Banning","Riverside",NA
"1548","Beaumont","Riverside",NA
"1549","Cherry Valley","Riverside",NA
"1550","BEAUMONT","Riverside",NA
"1551","CHERRY VALLEY","Riverside",NA
"1552","Blythe","Riverside",NA
"1553","BLYTHE","Riverside",NA
"1554","blythe","Riverside",NA
"1555","Cathedral City","Riverside",NA
"1556","CATHEDRAL CITY","Riverside",NA
"1557","Desert Hot Springs","Riverside",NA
"1558","DESERT HOT SPRINGS","Riverside",NA
"1559","Joshua Tree","San Bernardino",NA
"1560","JOSHUA TREE","San Bernardino",NA
"1561","Joshua Tre","San Bernardino",NA
"1562","Morongo Valley","San Bernardino",NA
"1563","Morongo valley","San Bernardino",NA
"1564","palm desert","Riverside",NA
"1565","Palm Springs","Riverside",NA
"1566","PALM SPRINGS","Riverside",NA
"1567","Palm Springs,","Riverside",NA
"1568","Palm Spring","Riverside",NA
"1569","palm springs","Riverside",NA
"1570","palm Springs","Riverside",NA
"1571","Palm Spings","Riverside",NA
"1572","Palmspring","Riverside",NA
"1573","Palo Verde","Imperial",NA
"1574","Pioneertown","San Bernardino",NA
"1575","Rancho Mirage","Riverside",NA
"1576","RANCHO MIRAGE","Riverside",NA
"1577","29 Palms","San Bernardino",NA
"1578","Twentynine Palms","San Bernardino",NA
"1579","twentynine palms","San Bernardino",NA
"1580","29 PALMS","San Bernardino",NA
"1581","29 palms","San Bernardino",NA
"1582","Whitewater","Riverside",NA
"1583","White Water","Riverside",NA
"1584","Yucca Valley","San Bernardino",NA
"1585","Yacca Valley","San Bernardino",NA
"1586","YUCCA VALLEY","San Bernardino",NA
"1587","Landers","San Bernardino",NA
"1588","Adelanto","San Bernardino",NA
"1589","Angelus Oaks","San Bernardino",NA
"1590","Apple Valley","San Bernardino",NA
"1591","APPLE VALLEY","San Bernardino",NA
"1592","Barstow","San Bernardino",NA
"1593","BARSTOW","San Bernardino",NA
"1594","Grand Terrace","San Bernardino",NA
"1595","GRAND TERRACE","San Bernardino",NA
"1596","Big Bear City","San Bernardino",NA
"1597","Bloomington","San Bernardino",NA
"1598","BLOOMINGTON","San Bernardino",NA
"1599","Blue Jay","San Bernardino",NA
"1600","Calimesa","Riverside",NA
"1601","CALIMESA","Riverside",NA
"1602","Colton","San Bernardino",NA
"1603","COLTON","San Bernardino",NA
"1604","Crestline","San Bernardino",NA
"1605","Death Valley","Inyo",NA
"1606","Phelan","San Bernardino",NA
"1607","Fontana","San Bernardino",NA
"1608","FONTANA","San Bernardino",NA
"1609","Newberry Springs","San Bernardino",NA
"1610","Hesperia","San Bernardino",NA
"1611","HESPERIA","San Bernardino",NA
"1612","Green Valley Lake","San Bernardino",NA
"1613","Helendale","San Bernardino",NA
"1614","HELENDALE","San Bernardino",NA
"1615","Silver Lakes","San Bernardino",NA
"1616","Heneldale","San Bernardino",NA
"1617","Oak Hills","San Bernardino",NA
"1618","Oakhills","San Bernardino",NA
"1619","OAK HILLS","San Bernardino",NA
"1620","Highland","San Bernardino",NA
"1621","HIGHLAND","San Bernardino",NA
"1622","highland","San Bernardino",NA
"1623","Hinkley","San Bernardino",NA
"1624","Loma Linda","San Bernardino",NA
"1625","Lake Arrowhead","San Bernardino",NA
"1626","LOMA LINDA","San Bernardino",NA
"1627","Loma linda","San Bernardino",NA
"1628","Lucerne Valley","San Bernardino",NA
"1629","LUCERNE VALLEY","San Bernardino",NA
"1630","Lytle Creek","San Bernardino",NA
"1631","Mentone","San Bernardino",NA
"1632","MENTONE","San Bernardino",NA
"1633","havasulk","Orange",NA
"1634","Nipton","San Bernardino",NA
"1635","Baker","San Bernardino",NA
"1636","Oro Grande","San Bernardino",NA
"1637","PHELAN","San Bernardino",NA
"1638","West Cajon Valley","San Bernardino",NA
"1639","Pinon Hills","San Bernardino",NA
"1640","Pinion Hills","Orange",NA
"1641","Redlands","San Bernardino",NA
"1642","Corona","Riverside",NA
"1643","REDLANDS","San Bernardino",NA
"1644","redlands","San Bernardino",NA
"1645","Rialto","San Bernardino",NA
"1646","RIALTO","San Bernardino",NA
"1647","Riallto","San Bernardino",NA
"1648","Running Springs","San Bernardino",NA
"1649","Twin Peaks","San Bernardino",NA
"1650","Victorville","San Bernardino",NA
"1651","VICTORVILLE","San Bernardino",NA
"1652","victorville","San Bernardino",NA
"1653","Wrightwood","San Bernardino",NA
"1654","WRIGHTWOOD","San Bernardino",NA
"1655","Yermo","San Bernardino",NA
"1656","Yucaipa","San Bernardino","2009-07-01"
"1657","yucaipa","San Bernardino",NA
"1658","YUCAIPA","San Bernardino",NA
"1659","Yucaipa, CA","San Bernardino",NA
"1660","San Bernardino","San Bernardino",NA
"1661","SAN BERNARDINO","San Bernardino",NA
"1662","SAN BERNANDINO","San Bernardino",NA
"1663","Riverside","Riverside",NA
"1664","riverside","Riverside",NA
"1665","RIVERSIDE","Riverside",NA
"1666","Rubidoux","Riverside",NA
"1667","LAKE ELSINORE","Riverside",NA
"1668","Lake Elsinore","Riverside",NA
"1669","lake Elsinore","Riverside",NA
"1670","ELSINORE","Riverside",NA
"1671","Elsinore","Riverside",NA
"1672","Aguanga","Riverside",NA
"1673","Hemet","Riverside",NA
"1674","HEMET","Riverside",NA
"1675","hemet","Riverside",NA
"1676","Homeland","Riverside",NA
"1677","HOMELAND","Riverside",NA
"1678","Idyllwild","Riverside",NA
"1679","Moreno Valley","Riverside",NA
"1680","MORENO VALLEY","Riverside",NA
"1681","Moreno","Riverside",NA
"1682","Moreno valley","Riverside",NA
"1683","Summit","Riverside",NA
"1684","Mountain Center","Riverside",NA
"1685","MURRIETA","Riverside",NA
"1686","Murietta","Tulare",NA
"1687","murrieta","Riverside",NA
"1688","Murrietta","Riverside",NA
"1689","Nuevo","Riverside",NA
"1690","NUEVO","Riverside",NA
"1691","Lakeview","Riverside",NA
"1692","Perris","Riverside",NA
"1693","PERRIS","Riverside",NA
"1694","San Jacinto","Riverside",NA
"1695","SAN JACINTO","Riverside",NA
"1696","Menifee","Riverside",NA
"1697","MENIFEE","Riverside",NA
"1698","SUN CITY","Riverside",NA
"1699","Sun City","Riverside",NA
"1700","Menifee Ca 92584","Riverside",NA
"1701","Wildomar","Riverside",NA
"1702","menifee","Riverside",NA
"1703","Romoland","Riverside",NA
"1704","Canyon Lake","Riverside",NA
"1705","CANYON LAKE","Riverside",NA
"1706","Quail Valley","Riverside",NA
"1707","QUAIL VALLEY","Riverside",NA
"1708","Temecula","Riverside",NA
"1709","TEMECULA","Riverside",NA
"1710","temecula","Riverside",NA
"1711","Rancho California","Riverside",NA
"1712","WILDOMAR","Riverside",NA
"1713","Wildmar","San Bernardino",NA
"1714","Winchester","Riverside",NA
"1715","WINCHESTER","Riverside",NA
"1716","Winchter","Riverside",NA
"1717","Irvine","Orange",NA
"1718","IRVINE","Orange",NA
"1719","irvine","Orange",NA
"1720","Huntington Beach","Orange",NA
"1721","HUNTINGTON BEACH","Orange",NA
"1722","Santa Ana","Orange",NA
"1723","Lake Forest","Orange",NA
"1724","lake Forest","Orange",NA
"1725","Foothill Ranch","Orange",NA
"1726","Foothill Rnch","Orange",NA
"1727","Corona Del Mar","Orange",NA
"1728","CORONA DEL MAR","Orange",NA
"1729","Corona del Mar","Orange",NA
"1730","corona del mar","Orange",NA
"1731","Costa Mesa","Orange",NA
"1732","COSTA MESA","Orange",NA
"1733","costa mesa","Orange",NA
"1734","costa Mesa","Orange",NA
"1735","Costa mesa","Orange",NA
"1736","LAKE FOREST","Orange",NA
"1737","Lake forest","Orange",NA
"1738","El Toro","Orange",NA
"1739","Laguna Woods","Orange",NA
"1740","Laguna woods","Orange",NA
"1741","Huntingtn Bch","Orange",NA
"1742","Huntington","Orange",NA
"1743","Huntington beach","Orange",NA
"1744","huntington Beach","Orange",NA
"1745","Huntigton Beach","Orange",NA
"1746","huntington beach","Orange",NA
"1747","Hunington Beach","Orange",NA
"1748","hutington beach","Orange",NA
"1749","LAGUNA BEACH","Orange",NA
"1750","laguna beach","Orange",NA
"1751","Midway City","Orange",NA
"1752","ALISO VIEJO","Orange",NA
"1753","Newport Coast","Orange",NA
"1754","Newport Beach","Orange",NA
"1755","NEWPORT BEACH","Orange",NA
"1756","NewPort Beach","Orange",NA
"1757","newport Beach","Orange",NA
"1758","Newport beach","Orange",NA
"1759","newport beach","Orange",NA
"1760","New Port Beach","Orange",NA
"1761","Silverado","Orange",NA
"1762","SILVERADO","Orange",NA
"1763","Laguna niguel","Orange",NA
"1764","TRABUCO CANYON","Orange",NA
"1765","Trabucco Canyon","Orange",NA
"1766","Robinson Ranch","Orange",NA
"1767","Trabuco","Orange",NA
"1768","trabuco Canyon","Orange",NA
"1769","Trabuco Cyn","Orange",NA
"1770","coto de caza","Orange",NA
"1771","TRABUCO CYN","Orange",NA
"1772","ROBINSON RANCH","Orange",NA
"1773","Portola Hills","Orange",NA
"1774","Westminster","Orange",NA
"1775","Westminister","Orange",NA
"1776","WESTMINSTER","Orange",NA
"1777","westminster","Orange",NA
"1778","Mission viejo","Orange",NA
"1779","SANTA ANA","Orange",NA
"1780","santa ana","Orange",NA
"1781","Santa Ana,","Orange",NA
"1782","North Tustin","Orange",NA
"1783","Cowan Heights","Orange",NA
"1784","Tustin","Orange",NA
"1785","Santa Ana, CA","Orange",NA
"1786","FOUNTAIN VALLEY","Orange",NA
"1787","Fountain Valley","Orange",NA
"1788","fountain valley","Orange",NA
"1789","Fountain valley","Orange",NA
"1790","TUSTIN","Orange",NA
"1791","tustin","Orange",NA
"1792","Anaheim","Orange",NA
"1793","ANAHEIM","Orange",NA
"1794","Brea","Orange",NA
"1795","BREA","Orange",NA
"1796","Fullerton","Orange",NA
"1797","FULLERTON","Orange",NA
"1798","fullerton","Orange",NA
"1799","GARDEN GROVE","Orange",NA
"1800","Garden grove","Orange",NA
"1801","Orange","Orange",NA
"1802","ORANGE","Orange",NA
"1803","Norco","Riverside",NA
"1804","NORCO","Riverside",NA
"1805","Norco,","Riverside",NA
"1806","norco","Riverside",NA
"1807","Villa Park","Orange",NA
"1808","Villa PArk","Orange",NA
"1809","VILLA PARK","Orange",NA
"1810","villa park","Orange",NA
"1811","Placentia","Orange",NA
"1812","PlacentiA","Orange",NA
"1813","PLACENTIA","Orange",NA
"1814","CORONA","Riverside",NA
"1815","EASTVALE","Riverside",NA
"1816","corona","Riverside",NA
"1817","Yorba Linda","Orange",NA
"1818","YORBA LINDA","Orange",NA
"1819","yorba linda","Orange",NA
"1820","Yorba linda","Orange",NA
"1821","yorba Linda","Orange",NA
"1822","Ventura","Ventura",NA
"1823","VENTURA","Ventura",NA
"1824","Venture","Ventura",NA
"1825","Camarillo","Ventura",NA
"1826","camarillo","Ventura",NA
"1827","CAMARILLO","Ventura",NA
"1828","SANTA ROSA VALLEY","Ventura",NA
"1829","Santa Rosa Valley","Ventura",NA
"1830","Moorpark","Ventura",NA
"1831","Carpinteria","Santa Barbara",NA
"1832","CARPENTERIA","Ventura",NA
"1833","Fillmore","Ventura",NA
"1834","Filmore","Ventura",NA
"1835","MOORPARK","Ventura",NA
"1836","Moonpark","Ventura",NA
"1837","MoorPark","Ventura",NA
"1838","Oak View","Ventura",NA
"1839","Ojai","Ventura",NA
"1840","OJAI","Ventura",NA
"1841","ojai","Ventura",NA
"1842","Oxnard","Ventura",NA
"1843","OXNARD","Ventura",NA
"1844","Piru","Ventura",NA
"1845","Port Hueneme","Ventura",NA
"1846","SANTA PAULA","Ventura",NA
"1847","Santa Paula","Ventura",NA
"1848","Simi Valley","Ventura",NA
"1849","SIMI VALLEY","Ventura",NA
"1850","SImi Valley","Ventura",NA
"1851","Semi Valley","Ventura",NA
"1852","simi valley","Ventura",NA
"1853","Simi VAlley","Ventura",NA
"1854","Somis","Ventura",NA
"1855","SOMIS","Ventura",NA
"1856","Summerland","Santa Barbara",NA
"1857","SANTA BARBARA","Santa Barbara",NA
"1858","Santa Barbara, CA","Santa Barbara",NA
"1859","santa barbara","Santa Barbara",NA
"1860","Montecito","Santa Barbara",NA
"1861","Goleta","Santa Barbara",NA
"1862","Gaviota","Santa Barbara",NA
"1863","Armona","Kings",NA
"1864","Bodfish","Kern",NA
"1865","CALIFORNIA HOT SPRINGS","Tulare",NA
"1866","Springville","Tulare",NA
"1867","Delano","Kern",NA
"1868","DELANO","Kern",NA
"1869","Earlimart","Tulare",NA
"1870","Exeter","Tulare",NA
"1871","Frazier Park","Kern",NA
"1872","Pine Mountain Club","Kern",NA
"1873","Farmersville","Tulare",NA
"1874","Fazierpark","Kern",NA
"1875","Fraiser Park","Kern",NA
"1876","Glenville","Kern",NA
"1877","Glennville","Kern",NA
"1878","Goshen","Tulare",NA
"1879","Handford","Kings",NA
"1880","hanford","Kings",NA
"1881","Ivanhoe","Tulare",NA
"1882","Kernville","Kern",NA
"1883","Lake Isabella","Kern",NA
"1884","LAKE ISABELLA","Kern",NA
"1885","Mt. Mesa","Kern",NA
"1886","Lemon Cove","Tulare",NA
"1887","LEMON COVE","Tulare",NA
"1888","Lindsay","Tulare",NA
"1889","LINDSAY","Tulare",NA
"1890","ONYX","Kern",NA
"1891","Onyx","Kern",NA
"1892","Pixley","Tulare",NA
"1893","Porterville","Tulare",NA
"1894","PORTERVILLE","Tulare",NA
"1895","porterville","Tulare",NA
"1896","Richgrove","Tulare",NA
"1897","SPRINGVILLE","Tulare",NA
"1898","springville","Tulare",NA
"1899","Strathmore","Tulare",NA
"1900","STRATHMORE","Tulare",NA
"1901","stathmore","Tulare",NA
"1902","Terra Bella","Tulare",NA
"1903","Terabela","Tulare",NA
"1904","Three Rivers","Tulare",NA
"1905","Tipton","Tulare",NA
"1906","Tulare","Tulare",NA
"1907","TULARE","Tulare",NA
"1908","VISALIA","Tulare",NA
"1909","Weldon","Kern",NA
"1910","Wofford Heights","Kern",NA
"1911","visalia","Tulare",NA
"1912","Mojave","Kern",NA
"1913","MOJAVE","Kern",NA
"1914","California City","Kern",NA
"1915","CALIFORNIA CITY","Kern",NA
"1916","Calif City","Kern",NA
"1917","Acton","Los Angeles",NA
"1918","acton","Los Angeles",NA
"1919","Benton","Mono",NA
"1920","Big Pine","Inyo",NA
"1921","Bishop","Mono",NA
"1922","BISHOP","Inyo",NA
"1923","Swall Meadows","Inyo",NA
"1924","bishop","Mono",NA
"1925","Boron","Kern",NA
"1926","Bridgeport","Mono",NA
"1927","Caliente","Kern",NA
"1928","CALIENTE","Kern",NA
"1929","Edwards","Kern",NA
"1930","Inyokern","Kern",NA
"1931","June Lake","Mono",NA
"1932","Lake Hughes","Los Angeles",NA
"1933","Lancaster","Los Angeles",NA
"1934","Gorman","Kern",NA
"1935","LANCASTER","Los Angeles",NA
"1936","Lake Los Angeles","Los Angeles",NA
"1937","Quartz Hill","Los Angeles",NA
"1938","Quartz Hills","Los Angeles",NA
"1939","Qrtz Hill","Los Angeles",NA
"1940","Del Sur","Los Angeles",NA
"1941","QUARTZ HILL","Los Angeles",NA
"1942","Lee Vining","Mono",NA
"1943","Littlerock","Los Angeles",NA
"1944","LITTLEROCK","Los Angeles",NA
"1945","Little Rock","Los Angeles",NA
"1946","Juniper Hills","Los Angeles",NA
"1947","Llano","Los Angeles",NA
"1948","Crowley Lake","Mono",NA
"1949","Mammoth Lakes","Mono",NA
"1950","PALMDALE","Los Angeles",NA
"1951","Palmdale","Los Angeles",NA
"1952","Leona Valley","Los Angeles",NA
"1953","Pearblossom","Los Angeles",NA
"1954","Pearlblossom","Los Angeles",NA
"1955","Ridgecrest","Kern",NA
"1956","RIDGECREST","Kern",NA
"1957","China Lake","Kern",NA
"1958","ridgecrest","Kern",NA
"1959","Rosamond","Kern",NA
"1960","ROSEMOND","Kern",NA
"1961","ROSAMOND","Kern",NA
"1962","TEHACHAPI","Kern",NA
"1963","Bear Valley Springs","Kern",NA
"1964","Trona","San Bernardino",NA
"1965","shaver lake","Fresno",NA
